Release Date,Season,Episode,Episode Title,Sentence,Character,word_count
2011-04-17,Season 1,Episode 1,Winter is Coming,I hear the same.,catelyn stark,4
2011-04-17,Season 1,Episode 1,Winter is Coming,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,cersei lannister,17
2011-04-17,Season 1,Episode 1,Winter is Coming,Your pardon.,eddard stark,2
2011-04-17,Season 1,Episode 1,Winter is Coming,I hear we might be neighbors soon. I hope it's true.,jaime lannister,11
2011-04-17,Season 1,Episode 1,Winter is Coming,"Yes, the king has honored me with his offer.",eddard stark,9
2011-04-17,Season 1,Episode 1,Winter is Coming,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",jaime lannister,31
2011-04-17,Season 1,Episode 1,Winter is Coming,I don't fight in tournaments.,eddard stark,5
2011-04-17,Season 1,Episode 1,Winter is Coming,No? Getting a little old for it?,jaime lannister,7
2011-04-17,Season 1,Episode 1,Winter is Coming,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",eddard stark,23
2011-04-17,Season 1,Episode 1,Winter is Coming,Well said.,jaime lannister,2
2011-04-17,Season 1,Episode 1,Winter is Coming,Arya!,sansa stark,1
2011-04-17,Season 1,Episode 1,Winter is Coming,Time for bed.,robb stark,3
2011-04-17,Season 1,Episode 1,Winter is Coming,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",eddard stark,19
2011-04-17,Season 1,Episode 1,Winter is Coming,I won't let him take you.,catelyn stark,6
2011-04-17,Season 1,Episode 1,Winter is Coming,The king takes what he wants. That's why he's king.,eddard stark,10
2011-04-17,Season 1,Episode 1,Winter is Coming,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",catelyn stark,18
2011-04-17,Season 1,Episode 1,Winter is Coming,How did he get so fat?,eddard stark,6
2011-04-17,Season 1,Episode 1,Winter is Coming,He only stops eating when it's time for a drink.,catelyn stark,10
2011-04-17,Season 1,Episode 1,Winter is Coming,"It's Maester Luwin, my lord.",a voice,5
2011-04-17,Season 1,Episode 1,Winter is Coming,Send him in.,eddard stark,3
2011-04-17,Season 1,Episode 1,Winter is Coming,"Pardon, my lord, my lady. A rider in the night from your sister.",maester luwin,13
2011-04-17,Season 1,Episode 1,Winter is Coming,Stay.,eddard stark,1
2011-04-17,Season 1,Episode 1,Winter is Coming,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,catelyn stark,20
2011-04-17,Season 1,Episode 1,Winter is Coming,What news?,eddard stark,2
2011-04-17,Season 1,Episode 1,Winter is Coming,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,catelyn stark,20
2011-04-17,Season 1,Episode 1,Winter is Coming,"She's fresh widowed, Cat. She doesn't know what she's saying.",eddard stark,10
2011-04-17,Season 1,Episode 1,Winter is Coming,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",catelyn stark,36
2011-04-17,Season 1,Episode 1,Winter is Coming,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",maester luwin,19
2011-04-17,Season 1,Episode 1,Winter is Coming,They murdered the last Hand. Now you want Ned to take the job.,catelyn stark,13
2011-04-17,Season 1,Episode 1,Winter is Coming,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",maester luwin,25
2011-04-17,Season 1,Episode 1,Winter is Coming,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.,catelyn stark,23
2011-04-17,Season 1,Episode 1,Winter is Coming,A different time. Different king.,maester luwin,5
2011-04-17,Season 1,Episode 1,Winter is Coming,When do I meet with the Khal? We need to begin planning the invasion.,viserys,14
2011-04-17,Season 1,Episode 1,Winter is Coming,"If Khal Drogo has promised you a crown, you shall have it.",illyrio,12
2011-04-17,Season 1,Episode 1,Winter is Coming,When?,viserys,1
2011-04-17,Season 1,Episode 1,Winter is Coming,When their omens favor war.,illyrio,5
2011-04-17,Season 1,Episode 1,Winter is Coming,I piss on Dothraki omens. I waited 17 years to get my throne back.,viserys,14
2011-04-17,Season 1,Episode 1,Winter is Coming,A Dothraki wedding without at least three deaths is considered a dull affair.,illyrio,13
2011-04-17,Season 1,Episode 1,Winter is Coming,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,jorah mormont,14
2011-04-17,Season 1,Episode 1,Winter is Coming,"Thank you, ser. Are you from my country?",daenerys targaryen,8
2011-04-17,Season 1,Episode 1,Winter is Coming,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",jorah mormont,24
2011-04-17,Season 1,Episode 1,Winter is Coming,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",illyrio,22
2011-04-17,Season 1,Episode 1,Winter is Coming,"Thank you, Magister.",daenerys targaryen,3
2011-04-17,Season 1,Episode 1,Winter is Coming,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki.",daenerys targaryen,15
2011-04-17,Season 1,Episode 1,Winter is Coming,There is no word for ‘thank you' in Dothraki.,jorah mormont,9
2011-04-17,Season 1,Episode 1,Winter is Coming,Make him happy.,viserys,3
2011-04-17,Season 1,Episode 1,Winter is Coming,No.,khal drogo,1
2011-04-17,Season 1,Episode 1,Winter is Coming,Do you know the Common Tongue?,daenerys targaryen,6
2011-04-17,Season 1,Episode 1,Winter is Coming,Is ‘no' the only word that you know?,daenerys targaryen,8
2011-04-17,Season 1,Episode 1,Winter is Coming,"Rough night, Imp?",sandor clegane,3
2011-04-17,Season 1,Episode 1,Winter is Coming,"If I get through this without squirting from one end or the other, it will be a miracle.",tyrion lannister,18
2011-04-17,Season 1,Episode 1,Winter is Coming,I didn't pick you for a hunter.,sandor clegane,7
2011-04-17,Season 1,Episode 1,Winter is Coming,The greatest in the land. My spear never misses.,tyrion lannister,9
2011-04-17,Season 1,Episode 1,Winter is Coming,It's not hunting if you pay for it.,sandor clegane,8
2011-04-17,Season 1,Episode 1,Winter is Coming,Are you as good with a spear as you used to be?,robert baratheon,12
2011-04-17,Season 1,Episode 1,Winter is Coming,"No, but I'm still better than you.",eddard stark,7
2011-04-17,Season 1,Episode 1,Winter is Coming,I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.,robert baratheon,35
2011-04-17,Season 1,Episode 1,Winter is Coming,I hope I'll serve you well.,eddard stark,6
2011-04-17,Season 1,Episode 1,Winter is Coming,"You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!",robert baratheon,23
2011-04-17,Season 1,Episode 1,Winter is Coming,"Come on, you.",bran stark,3
2011-04-17,Season 1,Episode 1,Winter is Coming,Stop. STOP.,cersei lannister,2
2011-04-17,Season 1,Episode 1,Winter is Coming,Are you completely mad?,jaime lannister,4
2011-04-17,Season 1,Episode 1,Winter is Coming,He saw us.,cersei lannister,3
2011-04-17,Season 1,Episode 1,Winter is Coming,It's all right. It's all right.,jaime lannister,6
2011-04-17,Season 1,Episode 1,Winter is Coming,He saw us!,cersei lannister,3
2011-04-17,Season 1,Episode 1,Winter is Coming,"I heard you the first time. Quite the little climber, aren't you? How old are you, boy?",jaime lannister,17
2011-04-17,Season 1,Episode 1,Winter is Coming,Ten,bran stark,1
2011-04-17,Season 1,Episode 1,Winter is Coming,Ten.,jaime lannister,1
2011-04-17,Season 1,Episode 1,Winter is Coming,The things I do for love.,jaime lannister,6
2011-04-24,Season 1,Episode 2,The Kingsroad,"You need to drink, child... And eat.",jorah mormont,7
2011-04-24,Season 1,Episode 2,The Kingsroad,Isn't there anything else?,daenerys targaryen,4
2011-04-24,Season 1,Episode 2,The Kingsroad,The Dothraki have two things in abundance,jorah mormont,7
2011-04-24,Season 1,Episode 2,The Kingsroad,Khaleesi!,doreah,1
2011-04-24,Season 1,Episode 2,The Kingsroad,Your hands.,irri,2
2011-04-24,Season 1,Episode 2,The Kingsroad,"We're still not far from Pentos, your Grace. Magister Illyrio has extended his hospitality. You'd be more comfortable there.",jorah mormont,19
2011-04-24,Season 1,Episode 2,The Kingsroad,I have no interest in hospitality or comfort. I'll stay with Drogo until he fulfils his end of the bargain and I have my crown.,viserys targaryen,25
2011-04-24,Season 1,Episode 2,The Kingsroad,"As you wish, your Grace.",jorah mormont,5
2011-04-24,Season 1,Episode 2,The Kingsroad,"Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading. What did Ned Stark want you for? Buying from a slaver?",viserys targaryen,26
2011-04-24,Season 1,Episode 2,The Kingsroad,Selling to one... Some poachers I caught on my land.,jorah mormont,10
2011-04-24,Season 1,Episode 2,The Kingsroad,"Under my reign, you won't be punished for such nonsense. You can rest assured of that.",viserys targaryen,16
2011-04-24,Season 1,Episode 2,The Kingsroad,"Better-looking bitches than you're used to, Uncle. My mother's been looking for you. We ride for King's Landing today.",joffrey lannister,20
2011-04-24,Season 1,Episode 2,The Kingsroad,"Before you go, you will call on Lord and Lady Stark and offer your sympathies.",tyrion lannister,15
2011-04-24,Season 1,Episode 2,The Kingsroad,What good will my sympathies do them?,joffrey lannister,7
2011-04-24,Season 1,Episode 2,The Kingsroad,None. But it is expected of you. Your absence has already been noted.,tyrion lannister,13
2011-04-24,Season 1,Episode 2,The Kingsroad,The boy means nothing to me. And I can't stand the wailing of women.,joffrey lannister,14
2011-04-24,Season 1,Episode 2,The Kingsroad,One word and I'll hit you again.,tyrion lannister,7
2011-04-24,Season 1,Episode 2,The Kingsroad,I'm telling mother!,joffrey lannister,3
2011-04-24,Season 1,Episode 2,The Kingsroad,"Go! Tell her. But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them. Do you understand?",tyrion lannister,49
2011-04-24,Season 1,Episode 2,The Kingsroad,You can't...,joffrey lannister,2
2011-04-24,Season 1,Episode 2,The Kingsroad,Do you understand?,tyrion lannister,3
2011-04-24,Season 1,Episode 2,The Kingsroad,"The Prince will remember that, little lord.",sandor clegane,7
2011-04-24,Season 1,Episode 2,The Kingsroad,"I hope so. If he forgets, be a good dog and remind him. Time for breakfast...",tyrion lannister,16
2011-04-24,Season 1,Episode 2,The Kingsroad,"Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black.",tyrion lannister,21
2011-04-24,Season 1,Episode 2,The Kingsroad,Little brother.,jaime lannister,2
2011-04-24,Season 1,Episode 2,The Kingsroad,Beloved siblings.,tyrion lannister,2
2011-04-24,Season 1,Episode 2,The Kingsroad,Is Bran going to die?,myrcella baratheon,5
2011-04-24,Season 1,Episode 2,The Kingsroad,Apparently not.,tyrion lannister,2
2011-04-24,Season 1,Episode 2,The Kingsroad,What do you mean?,cersei lannister,4
2011-04-24,Season 1,Episode 2,The Kingsroad,The Maester says the boy may live.,tyrion lannister,7
2011-04-24,Season 1,Episode 2,The Kingsroad,"It's no mercy, letting a child linger in such pain.",cersei lannister,10
2011-04-24,Season 1,Episode 2,The Kingsroad,Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you.,tyrion lannister,25
2011-04-24,Season 1,Episode 2,The Kingsroad,I still can't believe you're going. It's ridiculous even for you.,cersei lannister,11
2011-04-24,Season 1,Episode 2,The Kingsroad,"Where's your sense of wonder? The greatest structure ever built, the intrepid men of the Night's Watch, the wintry abode of the White Walkers.",tyrion lannister,24
2011-04-24,Season 1,Episode 2,The Kingsroad,Tell me you're not thinking of taking the black.,jaime lannister,9
2011-04-24,Season 1,Episode 2,The Kingsroad,And go celibate? The whores would go begging from Dorne to Casterly Rock. I just want to stand on top of the Wall and piss off the edge of the world.,tyrion lannister,31
2011-04-24,Season 1,Episode 2,The Kingsroad,The children don't need to hear your filth. Come.,cersei lannister,9
2011-04-24,Season 1,Episode 2,The Kingsroad,"Even if the boy lives, he'll be a cripple, a grotesque. Give me a good clean death any day.",jaime lannister,19
2011-04-24,Season 1,Episode 2,The Kingsroad,"Speaking for the grotesques, I'd have to disagree. Death is so final, whereas life... Life is full of possibilities. I hope the boy does wake. I'd be very interested to hear what he has to say.",tyrion lannister,36
2011-04-24,Season 1,Episode 2,The Kingsroad,"My dear brother, there are times you make me wonder whose side you're on.",jaime lannister,14
2011-04-24,Season 1,Episode 2,The Kingsroad,"My dear brother, you wound me. You know how much I love my family.",tyrion lannister,14
2011-04-24,Season 1,Episode 2,The Kingsroad,Please.,cersei lannister,1
2011-04-24,Season 1,Episode 2,The Kingsroad,"I would have dressed, your Grace.",catelyn stark,6
2011-04-24,Season 1,Episode 2,The Kingsroad,"This is your home. I'm your guest. Handsome one, isn't he? I lost my first boy, a little black-haired beauty. He was a fighter too... Tried to beat the fever that took him. Forgive me. It's the last thing you need to hear right now.",cersei lannister,46
2011-04-24,Season 1,Episode 2,The Kingsroad,I never knew.,catelyn stark,3
2011-04-24,Season 1,Episode 2,The Kingsroad,"It was years ago. Robert was crazed, beat his hands bloody on the wall, all the things men do to show you how much they care... The boy looked just like him. Such a little thing... A bird without feathers. They came to take his body away and Robert held me. I screamed and I battled, but he held me. That little bundle. They took him away and I never saw him again. Never have visited the crypt, never. I pray to the Mother every morning and night that she return your child to you.",cersei lannister,95
2011-04-24,Season 1,Episode 2,The Kingsroad,I am grateful..,catelyn stark,3
2011-04-24,Season 1,Episode 2,The Kingsroad,Perhaps this time she'll listen.,cersei lannister,5
2011-04-24,Season 1,Episode 2,The Kingsroad,A sword for the wall?,jaime lannister,5
2011-04-24,Season 1,Episode 2,The Kingsroad,I already have one.,jon snow,4
2011-04-24,Season 1,Episode 2,The Kingsroad,Good man. Have you swung it yet?,jaime lannister,7
2011-04-24,Season 1,Episode 2,The Kingsroad,Of course I have.,jon snow,4
2011-04-24,Season 1,Episode 2,The Kingsroad,"At someone, I mean. It's a strange thing, the first time you cut a man. You realize we're nothing but sacks of meat and blood and some bone to keep it all standing. Let me thank you ahead of time for guarding us all from the perils beyond the Wall... Wildlings and White Walkers and whatnot. We're grateful to have good, strong men like you protecting us.",jaime lannister,67
