Release Date,Season,Episode,Episode Title,Sentence,Character,word_count
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,"Every day around the world, men, women, and children are murdered by the score. Who gives a dusty fuck about a bunch of beetles?",jaime lannister,24
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,"I know, I know. But still, it filled me with dread. Piles and piles of them, years and years of them. How many countless living crawling things smashed and dried out and returned to the dirt? In my dreams I found myself standing on a beach made of beetle husks stretching as far as the eye could see. I woke up crying, weeping for their shattered little bodies. I tried to stop Orson once.",tyrion lannister,74
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,He was twice your size.,jaime lannister,5
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,"He just pushed me aside with a ""khuu"" and kept on smashing. Every day until that mule kicked him in the chest and killed him. *puts the beetle back on the ground* So what do you think? Why did he do it? What was it all about?",tyrion lannister,47
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,I don't know.,jaime lannister,3
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Good luck today.,jaime lannister,3
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Looks like very light armor.,tyrion lannister,5
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,I like to move around.,oberyn martell,5
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,You could at least wear a helmet. You shouldn't drink before a fight.,tyrion lannister,13
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,You learn this during your years in the fighting pits? I always drink before a fight.,oberyn martell,16
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,It could get you killed. It could get me killed.,tyrion lannister,10
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Today is not the day I die.,oberyn martell,7
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,You're going to fight that?,ellaria,5
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,I'm going to kill that.,oberyn martell,5
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,He is the biggest man I've ever seen.,ellaria,8
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Size does not matter when you are flat on your back.,oberyn martell,11
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Thank the gods.,tyrion lannister,3
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,"In the sight of gods and men, we gather to ascertain the guilt or innocence of this...man Tyrion Lannister. May the Mother grant them mercy. May the Father give them such justice as they deserve. And may the Warrior guide the hand of our champion...",pycelle,46
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Don't leave me alone in this world.,ellaria,7
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Never.,oberyn martell,1
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Have they told you who I am?,oberyn martell,7
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Some dead man.,the mountain,3
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,I am the brother of Elia Martell. Do you know why I have come all the way to this stinking shit-pile of a city? For you.,oberyn martell,27
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,I'm going to hear you confess before you die. You raped my sister. You murdered her. You killed her children. Say it now and we can make this quick.,oberyn martell,29
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Say it. You raped her. You murdered her. You killed her children.,oberyn martell,12
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,You raped her! You murdered her! You killed her children!,oberyn martell,10
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,You raped her! You murdered her!,oberyn martell,6
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,You killed her children!,oberyn martell,4
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,"Wait. Are you dying? No, no, no. You can't die yet. You haven't confessed. Say it. Say her name. Elia Martell. You raped her. You killed her children. Elia Martell. Who gave you the order? Who gave you the order?! Say her name! You raped her! You murdered her! You killed her children. Say it. Say her name. Say it!",oberyn martell,60
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,Elia Martell. I killed her children. Then I raped her. Then I smashed her head in like this!,the mountain,18
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,"standing up* The gods have made their will known. Tyrion Lannister, in the name of King Tommen of the House Baratheon, First of His Name, you are hereby sentenced to death.",tywin lannister,31
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,What was she like?,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,She...she had red hair.,jon snow,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Oh? How big were her feet?,sam tarly,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Well what do you want me to say?,jon snow,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I want you to tell me what it was like to have someone. To be with someone. To love someone and have them love you back. We're all gonna die a lot sooner than I'd planned. You're the closest I'll ever get to know it.,sam tarly,45
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,So you and Gilly never-,jon snow,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,No...she just had a baby! ...and she never offered.,sam tarly,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"But if she had, you wouldo ve? You'd have broken your vows?",jon snow,12
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"The interesting thing is, our vows never specifically forbid intimate relations with women.",sam tarly,13
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,What?,jon snow,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"I shall take no wife"" yes, that's in there, there's no denying that. ""I shall father no children"" it's very specific. But what our vows have to say about other...activities...is open to interpretation.",sam tarly,35
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I don't think Ser Alliser cares much for interpretation.,jon snow,9
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Anyway, there's nothing for him to interpret. We didn't. So what's it like?",sam tarly,13
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"It's...there's this person, this whole other person. And you're wrapped up in them and they're wrapped up in you and...you...for a little...for a little while you're more than just you, you're...well I don't know, I'm not a bleedin' poet!",jon snow,44
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"No, you're really not.",sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,And what did I get for it? An arrow six inches from my heart.,jon snow,14
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,There'll be arrows for all of us soon I imagine.,sam tarly,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,There will.,jon snow,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,They've already done the worst thing to me they could ever do.,sam tarly,12
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Go get some sleep, Sam. I'll take this watch.",jon snow,9
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Did I ever tell you about her? My Sheila?,tormund,9
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Yes.,ygritte,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Oh that was a night to remember. Of course, I'd had a good bit to drink *laughs* the fangs were sharp, but she knew how to use them. And she was nice and soft down below. No, she was no ordinary beast. Many's the man who--",tormund,46
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I know you never fucked a bear. You know you never fucked a bear. Right now I don't wanna think about the bear you never fucked. Right now all I want to think about is each one of these arrows finding its way into a Crow's heart.,ygritte,47
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We could be waiting here a while.,tormund,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Good. The longer we wait, the more arrows I'll have. When they came up here, to our land, and put up a big wall and said it was their's. Then they started hunting us down. But this time, we're the one's doing the hunting.",ygritte,44
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You've got a lot to say about killing. Even more words than arrows.,styr,13
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Back in those villages I killed just as many of them as you did. More, I reckon.",ygritte,17
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Yes. But none of those were your Crow lover.,styr,9
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I probably killed him already.,ygritte,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,So you've said.,styr,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,And if not. The only thing left of him is gonna be his fun-bits hanging around me neck.,ygritte,19
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,And more words. Know what I think you do when you see him? Serve him up a nice juicy slice of ginger minge.,styr,23
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"What, you been thinkin' about that ginger minge? Wondering what it tastes like?",ygritte,13
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Maybe I have.,styr,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Jon Snow is mine. *shouting* Anyone else tries to kill him, I'll have an arrow for them. *to Styr* And not one of your bald friends is fast enough to stop me.",ygritte,32
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"And what is it that couldn't wait until morning, Tarly?",aemon,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Maester Aemon. How did you know-,sam tarly,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,That it was you? Who else but Samwell Tarly would be wasting candles to read in the middle of the night?,aemon,21
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Let me help you.,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Oh, no need. I know my way around this library better than any other place in Castle Black. Thousands of books and no eyes to read them. Old age is a wonderful source of ironies if nothing else. But you didn't answer my question, what are you reading?",aemon,48
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Maester Faull,sam tarly,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Ah, the Wildlings. I can assure you that the closest Maester Faull ever got to a Wildling was this very library.",aemon,21
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,But what he says about what they do...it's all true. It's exactly what the survivors of their raids report.,sam tarly,20
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Yes. Imagine the stories Wildlings tell about us! Love is the death of duty. I told that to your friend Jon Snow once. He didn't listen and neither did you. That's why you abandoned your watch atop the wall to come here and read about the things that may have happened to the girl you love.,aemon,56
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I don't love her.,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Yes you do.,aemon,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,No.,sam tarly,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Yes you do! I heard it in your voice when you first brought her to me. I remember how it sounds! I was in love once.,aemon,26
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You were?,sam tarly,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"You can imagine all manner of horrors befalling that poor girl and her child, is it so difficult to imagine that an old person was once, more or less, like you?",aemon,31
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"I'm sorry Maester, I didn't mean it like that.",sam tarly,9
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You know who I was before I came here? What I couldo ve been if I'd only said the word? Of course you do. I met many girls when I was Aemon Targaryen. A future king always does. Some of them were quite forward in their attempts to win my affections. One of them succeeded. I was very young.,aemon,59
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Who was she?,sam tarly,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Ah ha. I could tell you everything about her. Who she was. How we met. The color of her eyes and the shape of her nose. I can see her right in front of me. She's more real than you are. We could spend all night trading tales of lost love. Nothing makes the past a sweeter place to visit than the prospect of imminent death. Go to bed Tarly.,aemon,70
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"I'm sorry, I can't open the gate for nobody. It's orders!",pyp,11
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"They killed everyone! Everyone but me and my baby. And they're out there. I saw them on the way here, they may have seen me, they may have followed me please!",gilly,31
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"I'm sorry, I can't.",pyp,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"If they find the boy, you don't know what they'll do.",gilly,11
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Pyp! Open the gate.,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I can't.,pyp,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Sam, is that you?!",gilly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Yes!,sam tarly,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Thorne gave me strict orders to not open the gate.,pyp,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Oh, Pyp. Open the fucking gate!",sam tarly,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I've never heard you curse before.,pyp,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Yes, well, best get used to it.",sam tarly,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Are you alright? Shh, you're alright. Yeah, of course you are my brave little fella.",sam tarly,15
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,It was horrible.,gilly,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I'm so so sorry. I didn't know until I got back.,sam tarly,11
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Don't let them send me away, Sam.",gilly,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Never.,sam tarly,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I know there's no women allowed.,gilly,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Anyone who tries to throw you out will be having words with me. From now on, wherever you go, I go too.",sam tarly,22
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Get ready!,alliser thorne,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,It's time.,thenn warg,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Pick up the pace!,janos,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"There we go, boys. That's one. There's two. Come on, let's get the next lot. That's the last of the oil, Ser Alliser.",jon snow,23
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,A hundred thousand you say?,alliser thorne,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Yes sir.,jon snow,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You can say it if you like. We shouldo ve sealed the tunnel while we had the chance like you suggested.,alliser thorne,21
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"It was a difficult decision either way, Ser.",jon snow,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Do you know what leadership means, Lord Snow? It means that the person in charge gets second-guessed by every clever little twat with a mouth. But if he starts second-guessing himself, that's the end. For him. For the clever little twats. For everyone. This is not the end. Not for us. Not if you lot do your duty for however long it takes to beat them back. And then you get to go on hating me and I get to go on wishing your Wildling whore had finished the job.",alliser thorne,92
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You'll be safe down here. I'll check on you as soon as I can.,sam tarly,14
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You're leaving me again?,gilly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I'm not leaving you!,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You're going up there and we're staying down here. That's leaving. You said from now on we'd stay together.,gilly,19
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I...I didn't mean in the same room.,sam tarly,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,What are you going to do out there?,gilly,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Help my brothers.,sam tarly,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,How?! You going to fight the Free Folk when they come? They'll kill you. In Molestown they killed everyone.,gilly,19
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I can't just hide here with you while they're fighting out there.,sam tarly,12
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Why not? You won't matter up there, you will down here.",gilly,11
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Look. I am a man of the Night's Watch, Gilly. I made a promise to defend The Wall and I have to keep it, because that's what men do.",sam tarly,29
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Promise me you won't die.,gilly,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I promise you I won't die.,sam tarly,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,There's a lot more Wildlings on the other side of the wall than this side. We've got us some weapons and things. This is the perfect place for us to be.,sam tarly,31
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I've never thrown a spear before. I've never held a sword with a proper edge. There's no place for me to be. You're not afraid?,pyp,25
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Of course I'm afraid, there's a band of Wildlings coming to kill us.",sam tarly,13
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Well if you're afraid of a band of Wildlings, how in seven hells did you manage to kill a White Walker?",pyp,21
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"I didn't know I was going to kill it, but I had to do something I didn't have any choice, he was going to kill Gilly and take the baby. If someone had asked me my name right then, I wouldn't have known. I wasn't Samwell Tarly anymore. I wasn't a Steward in the Night's Watch or son of Randyll Tarly or any of that. I was nothing at all. And when you're nothing at all, there's no more reason to be afraid.",sam tarly,83
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,But you're afraid now?,pyp,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Yes, well, I'm not nothing anymore.",sam tarly,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Most of their men are up top. Didn't count more than twenty down there. Leftovers. They've got a little fat one and a little bony one manning the front.,ygritte,29
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,How high are the walls?,styr,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Well, we'll be up and over before they know what's happened.",ygritte,11
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Let's kill some Crows!,tormund,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,yells* Come on! *puts out the fire*,tormund,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Archers knock, everyone else hold.",alliser thorne,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I said knock and hold you cunts! Does knock mean draw?!,alliser thorne,11
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,No Ser!,nights watch,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Does fucking hold mean fucking drop?!,alliser thorne,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You all plan to die here tonight?,alliser thorne,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,That's very good to hear. Draw!,alliser thorne,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Help, down below.",member,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,They're attacking the southern gates!,janos,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Now?,alliser thorne,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Now!,janos,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"I'm going down then. Brother Slynt, you have The Wall.",alliser thorne,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,What?!,janos,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"What are you fucking waiting for, loose!",alliser thorne,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You heard the man. Loose!,janos,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"You, over there.",tormund,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Did you get one?,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"No. Ah shit, Pyp. Shit. Sam.",pyp,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Yeah?,sam tarly,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I think we're gonna die.,pyp,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,If you keep missing we will.,sam tarly,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Brothers! A hundred generations have defended this castle. We've never fallen before. She will not fall tongiht. Those are Things at our walls. They eat the flesh of the men they kill. Do you want to fill the belly of a Thing tonight?,alliser thorne,43
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,No!,nights watch,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Tonight we fight. And when the sun rises I promise you, Castle Black will stand.",alliser thorne,15
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,The Night's Watch will stand.,alliser thorne,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"With me now! Now, with me!",alliser thorne,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"No discipline. No training. Gang of thieves, that's all this is. I commanded the city watch of King's Landing. Those men obeyed orders.",janos,23
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We can't just let them attack the gate!,jon snow,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"The bars of those gates are four inches of cold, rolled steel.",janos,12
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Those are giants riding mammoths down there. Do you think your cold, rolled steel's gonna stop them?",jon snow,17
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,No such thing as giants. They're stories for the children.,janos,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Brother Slynt! I've just got word that Ser Alliser needs you below. You're the most experienced man he's got, he said he needs ya.",grenn,24
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Needed below? Yes. Yes.,janos,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Archers! Knock your arrows! Draw! Loose!,jon snow,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,They won't summit before dawn.,jon snow,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,How do you know that?,grenn,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Because I've made that claim.,jon snow,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I think they're in a bigger hurry than you were.,'dolorous' edd,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Knock! Draw! Loose!,jon snow,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"I got one. Right through the heart, he's dead.",pyp,9
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Oh, is it over?",sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Huh?,pyp,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Well then. *hands Pyp a loaded crossbow*,sam tarly,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"You're alright. You're alright. I'll get help. Shh, shh. Maester Aemon is coming, he's gonna make it alright.",sam tarly,18
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Now!,jon snow,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Now!,'dolorous' edd,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"to Grenn* The outer gate won't hold. Take five men, hold the inner gate.",jon snow,14
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Alright.,grenn,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,grabs Grenn's arm* Hold the gate. If they make it through...,jon snow,11
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"They won't. Come on Hill! And you Cooper! You three, on me! Come on you lazy bastards!",grenn,17
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Oil!,jon snow,1
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Oil on the ramp!,'dolorous' edd,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Protect the gate!,alliser thorne,3
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Hold the fucking gate! Hold it!,alliser thorne,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,to Grenn* We need more men down here.,sam tarly,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We have to hold the gate.,grenn,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,But we need men here.,sam tarly,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Tell Jon! He's in command. *to the men behind him* Let's go!,grenn,12
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,to Olly* Get me to the top! You hear me?!,sam tarly,10
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Your name's Olly, right? Listen to me Olly, get me to the top and when we give a signal, bring us back down. Do you hear me?",sam tarly,27
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"And find a weapon, Olly. Fight them!",sam tarly,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,What are you doing up here?,jon snow,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,The Wildlings are over the walls. Ser Alliser has fallen. The castle walls can't stand much longer.,sam tarly,17
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Ed. You have The Wall. If they try the mammoths again, drop fire on them. If the climbers get too high, drop the scythe on them.",jon snow,26
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Two brothers now fight with me.,jon snow,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Might as well enjoy our last night, right boys? Light the fuckers up. Knock! Draw! Loose!",'dolorous' edd,16
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,How are we gonna stop that?,donnel,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We shot twenty-eight arrows in him already.,cooper,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"You heard Jon, we hold the gate.",grenn,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Jon Snow's not Lord Commander.,donnel,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We hold the gate!,grenn,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Mother save me. Father save me.,donnel,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"The gods aren't down here. It's the six of us, you hear me?",grenn,13
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"No, please.",donnel,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Night gathers, and now my watch begins. It shall not end until my death. I shall take no wife, hold no lands, father no children. I shall wear no crowns",grenn,30
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"And win no glory. I shall live and die at my post. I am the sword in the darkness. I am the watcher on the walls. I am the shield that guards the realms of men. I pledge my life and honor to the Night's Watch, for this night and all the nights to come!",all together,55
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,to Sam* I don't want you out there.,jon snow,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,You can't protect me forever. There won't be anywhere to hide if the castle falls.,sam tarly,15
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I need him more than I need you.,jon snow,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We need you boy.,sam tarly,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Jon Snow.,ygritte,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"No, shh, don't talk.",jon snow,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Do you remember that cave?,ygritte,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We shouldo ve stayed in that cave.,ygritte,7
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,We'll go back there.,jon snow,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"You know nothing, Jon Snow.",ygritte,5
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Drop the scythe, boys!",'dolorous' edd,4
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Hoister up!,'dolorous' edd,2
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,They've had enough for one night.,'dolorous' edd,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Don't cheer too loud. They still outnumber us a thousand to one.,'dolorous' edd,12
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,"Tormund. It's over, let it end.",jon snow,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,This is how a man ends.,tormund,6
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,Put him in chains. We'll question him later.,jon snow,8
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,I shouldo ve thrown you from the top of your wall boy!,tormund,12
